State	District	Year	GWL_mbgl
Telangana	MEDAK	2023	7.85
Telangana	MEDAK	2023	6.13
Telangana	WARANGAL RURAL	2021	1.35
Telangana	WARANGAL RURAL	2021	1.52
Telangana	WARANGAL RURAL	2021	1.05
Telangana	WARANGAL RURAL	2022	1.34
Telangana	WARANGAL RURAL	2022	5
Telangana	WARANGAL RURAL	2022	0.22
Telangana	WARANGAL RURAL	2022	1.3
Telangana	WARANGAL RURAL	2023	1.71
Telangana	WARANGAL RURAL	2023	3.7
Telangana	WARANGAL RURAL	2023	1.42
Telangana	MEDAK	2023	6.7
Telangana	MEDAK	2022	3.36
Telangana	MEDAK	2022	3.35
Telangana	MEDAK	2023	10.82
Telangana	MEDAK	2023	5
Telangana	MEDAK	2021	6.93
Telangana	MEDAK	2021	5.69
Telangana	MEDAK	2021	4.92
Telangana	MEDAK	2022	6.7
Telangana	MEDAK	2022	12.75
Telangana	MEDAK	2022	4.27
Telangana	MEDAK	2022	4.7
Telangana	MEDAK	2023	8.37
Telangana	MEDAK	2023	12.23
Telangana	MEDAK	2023	6.62
Telangana	MEDAK	2021	6.14
Telangana	MEDAK	2021	5.53
Telangana	MEDAK	2021	3.38
Telangana	MEDAK	2022	6.27
Telangana	MEDAK	2022	7.85
Telangana	MEDAK	2022	4.9
Telangana	MEDAK	2022	4.35
Telangana	MEDAK	2023	5.8
Telangana	MEDAK	2023	7.39
Telangana	MEDAK	2023	6.01
Telangana	ADILABAD	2021	5.77
Telangana	ADILABAD	2021	2.47
Telangana	ADILABAD	2021	4.36
Telangana	ADILABAD	2022	5.42
Telangana	ADILABAD	2022	7.12
Telangana	ADILABAD	2022	2.67
Telangana	ADILABAD	2022	3.62
Telangana	ADILABAD	2023	7.1
Telangana	ADILABAD	2023	8.43
Telangana	ADILABAD	2023	5.82
Telangana	NIZAMABAD	2023	2.62
Telangana	NIZAMABAD	2021	1.7
Telangana	NIZAMABAD	2021	2.5
Telangana	NIZAMABAD	2021	1.4
Telangana	NIZAMABAD	2022	1.83
Telangana	NIZAMABAD	2022	4.25
Telangana	NIZAMABAD	2022	1.35
Telangana	NIZAMABAD	2022	1.9
Telangana	NIZAMABAD	2023	5.65
Telangana	NIZAMABAD	2023	3.11
Telangana	KHAMMAM	2023	2.59
Telangana	KHAMMAM	2023	3.16
Telangana	KHAMMAM	2023	2.55
Telangana	RANGA REDDY	2022	2.27
Telangana	RANGA REDDY	2022	4.73
Telangana	RANGA REDDY	2023	4.46
Telangana	RANGA REDDY	2022	8.82
Telangana	RANGA REDDY	2022	31.84
Telangana	RANGA REDDY	2022	4.85
Telangana	RANGA REDDY	2023	9.66
Telangana	KUMURAM BHEEM	2023	5.78
Telangana	ADILABAD	2021	5.34
Telangana	ADILABAD	2021	1.54
Telangana	ADILABAD	2021	2.58
Telangana	ADILABAD	2022	3.79
Telangana	ADILABAD	2023	1.92
Telangana	ADILABAD	2023	10.12
Telangana	MAHBUBNAGAR	2021	3
Telangana	MAHBUBNAGAR	2021	2.3
Telangana	MAHBUBNAGAR	2021	2.4
Telangana	MAHBUBNAGAR	2022	3
Telangana	MAHBUBNAGAR	2022	4.77
Telangana	MAHBUBNAGAR	2022	1.1
Telangana	MAHBUBNAGAR	2022	2.08
Telangana	MAHBUBNAGAR	2023	4.2
Telangana	MAHBUBNAGAR	2023	5.24
Telangana	MAHBUBNAGAR	2023	2.09
Telangana	NALGONDA	2023	5.72
Telangana	MAHBUBNAGAR	2022	0.18
Telangana	MAHBUBNAGAR	2022	2.5
Telangana	MAHBUBNAGAR	2022	0.22
Telangana	MAHBUBNAGAR	2022	-0.19
Telangana	MAHBUBNAGAR	2023	0.91
Telangana	KHAMMAM	2023	3.12
Telangana	KHAMMAM	2021	1.87
Telangana	KHAMMAM	2021	0.47
Telangana	KHAMMAM	2021	2.78
Telangana	KHAMMAM	2022	2.18
Telangana	KHAMMAM	2022	4.75
Telangana	KHAMMAM	2022	0.92
Telangana	KHAMMAM	2022	1.43
Telangana	KHAMMAM	2023	4.51
Telangana	KHAMMAM	2023	2.32
Telangana	ADILABAD	2021	1.96
Telangana	ADILABAD	2021	0.22
Telangana	ADILABAD	2021	0.96
Telangana	ADILABAD	2022	1.48
Telangana	ADILABAD	2022	4.33
Telangana	ADILABAD	2022	0.26
Telangana	ADILABAD	2022	0.56
Telangana	ADILABAD	2023	2.79
Telangana	ADILABAD	2023	3.07
Telangana	ADILABAD	2023	2.09
Telangana	MEDAK	2021	23.26
Telangana	MEDAK	2021	27.3
Telangana	MEDAK	2021	23.55
Telangana	MEDAK	2022	11.31
Telangana	MEDAK	2022	18.16
Telangana	MEDAK	2022	23.47
Telangana	MEDAK	2022	16.42
Telangana	MEDAK	2023	15.71
Telangana	MEDAK	2023	22.73
Telangana	MEDAK	2023	21.66
Telangana	MEDAK	2021	6.7
Telangana	MEDAK	2021	4.15
Telangana	MEDAK	2021	4.11
Telangana	MEDAK	2022	4.97
Telangana	MEDAK	2022	9.49
Telangana	MEDAK	2022	3.79
Telangana	MEDAK	2023	5.12
Telangana	MEDAK	2023	9.03
Telangana	KHAMMAM	2023	6.6
Telangana	KARIMNAGAR	2021	9.32
Telangana	KARIMNAGAR	2021	7.22
Telangana	KARIMNAGAR	2021	3.96
Telangana	KARIMNAGAR	2022	7.37
Telangana	KARIMNAGAR	2022	17.75
Telangana	KARIMNAGAR	2022	6.41
Telangana	KARIMNAGAR	2022	5.69
Telangana	KARIMNAGAR	2023	18.57
Telangana	KARIMNAGAR	2023	12.8
Telangana	KARIMNAGAR	2023	13.31
Telangana	SANGA REDDY	2023	18.7
Telangana	MEDAK	2021	18.72
Telangana	MEDAK	2021	29.84
Telangana	MEDAK	2021	20.58
Telangana	MEDAK	2022	19.62
Telangana	MEDAK	2022	25.68
Telangana	MEDAK	2022	21.35
Telangana	MEDAK	2022	17.7
Telangana	MEDAK	2023	18.7
Telangana	MEDAK	2023	28.14
Telangana	MEDAK	2023	22.13
Telangana	SANGA REDDY	2023	12.04
Telangana	MEDAK	2021	14.65
Telangana	MEDAK	2021	32.59
Telangana	MEDAK	2021	16.11
Telangana	MEDAK	2022	15.08
Telangana	MEDAK	2022	22.01
Telangana	MEDAK	2022	11.89
Telangana	MEDAK	2022	10.31
Telangana	MEDAK	2023	12.04
Telangana	MEDAK	2023	14.41
Telangana	MEDAK	2023	13.48
Telangana	MAHBUBNAGAR	2021	5.86
Telangana	MAHBUBNAGAR	2021	5.68
Telangana	MAHBUBNAGAR	2022	6.33
Telangana	MAHBUBNAGAR	2022	6.76
Telangana	MAHBUBNAGAR	2022	5.14
Telangana	MAHBUBNAGAR	2022	5.46
Telangana	MAHBUBNAGAR	2023	4.84
Telangana	NALGONDA	2023	9.81
Telangana	YADADRI	2023	6.79
Telangana	NALGONDA	2021	5.83
Telangana	NALGONDA	2021	3.89
Telangana	NALGONDA	2021	2.9
Telangana	NALGONDA	2022	4.33
Telangana	NALGONDA	2022	8.76
Telangana	NALGONDA	2022	3.79
Telangana	NALGONDA	2022	3.45
Telangana	NALGONDA	2023	5.84
Telangana	NIZAMABAD	2022	0.07
Telangana	NIZAMABAD	2022	-0.09
Telangana	NIZAMABAD	2022	0.19
Telangana	NIZAMABAD	2023	11.28
Telangana	NIZAMABAD	2023	1.09
Telangana	NIZAMABAD	2022	-0.05
Telangana	NIZAMABAD	2022	0.17
Telangana	NIZAMABAD	2023	12.95
Telangana	NIZAMABAD	2023	0.94
Telangana	NIZAMABAD	2022	3.21
Telangana	NIZAMABAD	2022	2.27
Telangana	NIZAMABAD	2023	7.17
Telangana	NIZAMABAD	2023	4.58
Telangana	ADILABAD	2021	5.46
Telangana	ADILABAD	2022	8.39
Telangana	ADILABAD	2022	8.21
Telangana	ADILABAD	2022	4.55
Telangana	ADILABAD	2022	4.1
Telangana	ADILABAD	2023	13.92
Telangana	ADILABAD	2023	5.88
Telangana	RANGA REDDY	2023	5.75
Telangana	RANGA REDDY	2022	5.22
Telangana	RANGA REDDY	2022	9.66
Telangana	RANGA REDDY	2022	2.32
Telangana	RANGA REDDY	2022	3.21
Telangana	RANGA REDDY	2023	7.65
Telangana	RANGA REDDY	2023	3.46
Telangana	RANGA REDDY	2021	3.66
Telangana	RANGA REDDY	2021	3.34
Telangana	RANGA REDDY	2021	3.65
Telangana	RANGA REDDY	2022	3.25
Telangana	RANGA REDDY	2022	3.22
Telangana	RANGA REDDY	2022	3.18
Telangana	RANGA REDDY	2022	3.15
Telangana	RANGA REDDY	2023	3.79
Telangana	RANGA REDDY	2023	3.2
Telangana	RANGA REDDY	2023	2.73
Telangana	MAHBUBNAGAR	2022	1.11
Telangana	MAHBUBNAGAR	2022	1.2
Telangana	MAHBUBNAGAR	2023	2.24
Telangana	RANGA REDDY	2023	22.45
Telangana	MAHBUBNAGAR	2022	2.75
Telangana	MAHBUBNAGAR	2022	2.72
Telangana	MAHBUBNAGAR	2023	10.43
Telangana	MAHBUBNAGAR	2023	41.34
Telangana	MAHBUBNAGAR	2022	3.25
Telangana	MAHBUBNAGAR	2022	3.35
Telangana	MAHBUBNAGAR	2023	9.84
Telangana	NALGONDA	2021	2.93
Telangana	NALGONDA	2021	3.77
Telangana	NALGONDA	2021	1.87
Telangana	NALGONDA	2022	2.53
Telangana	NALGONDA	2022	5.84
Telangana	NALGONDA	2022	5.98
Telangana	NALGONDA	2022	3.22
Telangana	NALGONDA	2023	9.3
Telangana	NALGONDA	2023	4.97
Telangana	NALGONDA	2021	2.7
Telangana	NALGONDA	2021	6.81
Telangana	NALGONDA	2021	1.63
Telangana	NALGONDA	2022	25.3
Telangana	NALGONDA	2022	29.88
Telangana	NALGONDA	2022	2.81
Telangana	NALGONDA	2023	28.2
Telangana	NALGONDA	2023	4.03
Telangana	RANGA REDDY	2021	6.88
Telangana	RANGA REDDY	2022	6.67
Telangana	RANGA REDDY	2022	3.62
Telangana	RANGA REDDY	2022	3.98
Telangana	RANGA REDDY	2023	2.72
Telangana	RANGA REDDY	2021	5.41
Telangana	RANGA REDDY	2022	6.21
Telangana	RANGA REDDY	2022	5.4
Telangana	RANGA REDDY	2022	3.2
Telangana	RANGA REDDY	2022	4.12
Telangana	RANGA REDDY	2023	6.29
Telangana	RANGA REDDY	2023	4.34
Telangana	NALGONDA	2021	0.49
Telangana	NALGONDA	2021	0.87
Telangana	NALGONDA	2021	0.9
Telangana	NALGONDA	2022	0.41
Telangana	NALGONDA	2022	2.95
Telangana	NALGONDA	2022	1.39
Telangana	NALGONDA	2022	1.01
Telangana	NALGONDA	2023	1.3
Telangana	NALGONDA	2023	4.42
Telangana	NALGONDA	2023	4.35
Telangana	KHAMMAM	2021	5.6
Telangana	KHAMMAM	2021	5.73
Telangana	KHAMMAM	2021	5.28
Telangana	KHAMMAM	2022	6.11
Telangana	KHAMMAM	2022	8.26
Telangana	KHAMMAM	2022	2.2
Telangana	KHAMMAM	2022	3.37
Telangana	KHAMMAM	2023	5.85
Telangana	KHAMMAM	2023	7.84
Telangana	KHAMMAM	2023	7
Telangana	KARIMNAGAR	2021	5.16
Telangana	KARIMNAGAR	2021	2.87
Telangana	KARIMNAGAR	2021	2.93
Telangana	KARIMNAGAR	2022	5.2
Telangana	KARIMNAGAR	2022	10.13
Telangana	KARIMNAGAR	2022	3.61
Telangana	KARIMNAGAR	2022	1.83
Telangana	KARIMNAGAR	2023	5.99
Telangana	KARIMNAGAR	2023	8.35
Telangana	KARIMNAGAR	2023	3.85
Telangana	SIDDIPET	2023	5.99
Telangana	WARANGAL RURAL	2021	0.58
Telangana	WARANGAL RURAL	2021	0.92
Telangana	WARANGAL RURAL	2021	0.58
Telangana	WARANGAL RURAL	2022	1.14
Telangana	WARANGAL RURAL	2022	2.76
Telangana	WARANGAL RURAL	2022	0.39
Telangana	WARANGAL RURAL	2023	0.88
Telangana	WARANGAL RURAL	2023	2.1
Telangana	WARANGAL RURAL	2023	0.15
Telangana	MAHBUBNAGAR	2022	2.4
Telangana	MAHBUBNAGAR	2022	2.51
Telangana	ADILABAD	2022	12.13
Telangana	ADILABAD	2022	13.28
Telangana	ADILABAD	2022	9.89
Telangana	ADILABAD	2022	11.15
Telangana	ADILABAD	2023	14.37
Telangana	ADILABAD	2023	13.06
Telangana	KHAMMAM	2021	7.09
Telangana	KHAMMAM	2021	6.25
Telangana	KHAMMAM	2021	6.63
Telangana	KHAMMAM	2022	7.24
Telangana	KHAMMAM	2022	9.5
Telangana	KHAMMAM	2022	5.93
Telangana	KHAMMAM	2022	6.05
Telangana	KHAMMAM	2023	8.46
Telangana	KHAMMAM	2023	9.75
Telangana	KHAMMAM	2023	8.08
Telangana	KARIMNAGAR	2022	2.68
Telangana	KARIMNAGAR	2022	2.22
Telangana	KARIMNAGAR	2023	10.94
Telangana	KARIMNAGAR	2023	11.96
Telangana	MEDAK	2021	22.94
Telangana	ADILABAD	2021	6.36
Telangana	ADILABAD	2021	1.37
Telangana	ADILABAD	2021	3.64
Telangana	ADILABAD	2022	3.63
Telangana	ADILABAD	2022	7.15
Telangana	ADILABAD	2022	1.49
Telangana	ADILABAD	2022	1.6
Telangana	ADILABAD	2023	4.06
Telangana	ADILABAD	2023	7.75
Telangana	ADILABAD	2023	1.97
Telangana	NIRMAL	2023	4.06
Telangana	KHAMMAM	2021	2.91
Telangana	KHAMMAM	2021	2.22
Telangana	KHAMMAM	2021	2.74
Telangana	KHAMMAM	2022	2.98
Telangana	KHAMMAM	2022	5.48
Telangana	KHAMMAM	2022	1.75
Telangana	KHAMMAM	2023	5.55
Telangana	KHAMMAM	2023	2.85
Telangana	RANGA REDDY	2021	8.74
Telangana	RANGA REDDY	2021	6.26
Telangana	RANGA REDDY	2022	9.85
Telangana	RANGA REDDY	2022	11.16
Telangana	RANGA REDDY	2022	10.48
Telangana	RANGA REDDY	2022	7.3
Telangana	RANGA REDDY	2023	10.02
Telangana	RANGA REDDY	2023	11.4
Telangana	RANGA REDDY	2023	9.22
Telangana	RANGA REDDY	2023	9.37
Telangana	RANGA REDDY	2023	10.02
Telangana	MAHBUBNAGAR	2022	10.23
Telangana	MAHBUBNAGAR	2022	9.48
Telangana	MAHBUBNAGAR	2022	9.27
Telangana	MAHBUBNAGAR	2022	8.61
Telangana	MAHBUBNAGAR	2023	8.01
Telangana	NALGONDA	2021	4.1
Telangana	NALGONDA	2021	4
Telangana	NALGONDA	2021	1.72
Telangana	NALGONDA	2021	1.84
Telangana	NALGONDA	2021	0.77
Telangana	NALGONDA	2022	1.15
Telangana	MEDAK	2021	2.68
Telangana	MEDAK	2021	1.48
Telangana	MEDAK	2022	3.39
Telangana	MEDAK	2022	5.04
Telangana	MEDAK	2022	0.37
Telangana	MEDAK	2022	0.19
Telangana	MEDAK	2023	3.23
Telangana	MEDAK	2023	5.01
Telangana	MEDAK	2023	0.76
Telangana	SANGA REDDY	2023	3.23
Telangana	NALGONDA	2021	2.41
Telangana	NALGONDA	2021	2.07
Telangana	NALGONDA	2021	2.25
Telangana	NALGONDA	2022	2.53
Telangana	NALGONDA	2022	2.95
Telangana	NALGONDA	2022	2.66
Telangana	NALGONDA	2022	2.11
Telangana	NALGONDA	2023	2.82
Telangana	NALGONDA	2023	3.94
Telangana	NALGONDA	2023	4.49
Telangana	WARANGAL RURAL	2021	2.29
Telangana	WARANGAL RURAL	2021	1.84
Telangana	WARANGAL RURAL	2021	1.81
Telangana	WARANGAL RURAL	2022	3.01
Telangana	WARANGAL RURAL	2022	3.43
Telangana	WARANGAL RURAL	2022	1.86
Telangana	WARANGAL RURAL	2022	1.36
Telangana	WARANGAL RURAL	2023	3.04
Telangana	WARANGAL RURAL	2023	4.2
Telangana	WARANGAL RURAL	2023	1.86
Telangana	KHAMMAM	2022	0.67
Telangana	KHAMMAM	2022	0.8
Telangana	KHAMMAM	2023	6
Telangana	KHAMMAM	2023	2.13
Telangana	KHAMMAM	2022	2.6
Telangana	KHAMMAM	2022	3.1
Telangana	KHAMMAM	2023	8.11
Telangana	KHAMMAM	2023	3.15
Telangana	RANGA REDDY	2021	17.01
Telangana	RANGA REDDY	2022	17.03
Telangana	RANGA REDDY	2022	17.13
Telangana	RANGA REDDY	2022	17.14
Telangana	RANGA REDDY	2022	17.25
Telangana	RANGA REDDY	2023	17.65
Telangana	RANGA REDDY	2023	17.47
Telangana	RANGA REDDY	2023	17.65
Telangana	RANGA REDDY	2023	7.51
Telangana	NIZAMABAD	2023	6.85
Telangana	NIZAMABAD	2021	7.9
Telangana	NIZAMABAD	2021	3.58
Telangana	NIZAMABAD	2021	3.73
Telangana	NIZAMABAD	2022	7.24
Telangana	NIZAMABAD	2022	8.22
Telangana	NIZAMABAD	2022	5.35
Telangana	NIZAMABAD	2022	2.55
Telangana	NIZAMABAD	2023	7.82
Telangana	NIZAMABAD	2023	10.28
Telangana	NALGONDA	2021	2.31
Telangana	NALGONDA	2021	1.74
Telangana	NALGONDA	2021	2.11
Telangana	NALGONDA	2022	1.92
Telangana	NALGONDA	2022	2.47
Telangana	NALGONDA	2022	1.81
Telangana	NALGONDA	2022	1.84
Telangana	NALGONDA	2023	2.61
Telangana	NALGONDA	2023	3.16
Telangana	NALGONDA	2023	2.52
Telangana	RANGA REDDY	2021	5.93
Telangana	RANGA REDDY	2021	9.54
Telangana	RANGA REDDY	2021	4.85
Telangana	RANGA REDDY	2022	8.15
Telangana	RANGA REDDY	2022	13.57
Telangana	RANGA REDDY	2022	11.3
Telangana	RANGA REDDY	2022	9.47
Telangana	RANGA REDDY	2023	14.12
Telangana	RANGA REDDY	2023	14.76
Telangana	RANGA REDDY	2023	10.57
Telangana	RANGA REDDY	2023	12.57
Telangana	RANGA REDDY	2021	6.14
Telangana	RANGA REDDY	2021	9.43
Telangana	RANGA REDDY	2021	4.32
Telangana	RANGA REDDY	2022	7.9
Telangana	RANGA REDDY	2022	13.82
Telangana	RANGA REDDY	2022	11.64
Telangana	RANGA REDDY	2022	9.7
Telangana	RANGA REDDY	2023	12.57
Telangana	RANGA REDDY	2023	16.57
Telangana	RANGA REDDY	2023	10.91
Telangana	MEDAK	2023	19.11
Telangana	MEDAK	2023	23.35
Telangana	MEDAK	2023	24.9
Telangana	RANGA REDDY	2021	6.1
Telangana	RANGA REDDY	2021	3.42
Telangana	RANGA REDDY	2022	9.07
Telangana	RANGA REDDY	2022	14.4
Telangana	RANGA REDDY	2022	2.15
Telangana	RANGA REDDY	2022	2
Telangana	RANGA REDDY	2023	3.12
Telangana	RANGA REDDY	2023	8.39
Telangana	RANGA REDDY	2023	2.61
Telangana	HYDERABAD	2023	1.71
Telangana	HYDERABAD	2023	2.66
Telangana	HYDERABAD	2023	2.56
Telangana	SANGA REDDY	2023	8.3
Telangana	MEDAK	2023	7.29
Telangana	MEDAK	2023	13.07
Telangana	MEDAK	2023	9.63
Telangana	MEDAK	2021	15.49
Telangana	MEDAK	2021	23.39
Telangana	MEDAK	2021	11.56
Telangana	MEDAK	2022	12.05
Telangana	MEDAK	2022	18.76
Telangana	MEDAK	2022	5.53
Telangana	MEDAK	2022	3.85
Telangana	MEDAK	2023	8.3
Telangana	MEDAK	2023	14.43
Telangana	MEDAK	2023	4.92
Telangana	MEDAK	2021	5.58
Telangana	MEDAK	2021	5.55
Telangana	MEDAK	2022	8.42
Telangana	MEDAK	2022	21.68
Telangana	MEDAK	2022	2.76
Telangana	MEDAK	2022	5.01
Telangana	MEDAK	2023	16.05
Telangana	MEDAK	2023	8.5
Telangana	VIKARABAD	2023	16.33
Telangana	RANGA REDDY	2021	8.64
Telangana	RANGA REDDY	2021	11.71
Telangana	RANGA REDDY	2021	4.84
Telangana	RANGA REDDY	2022	7.58
Telangana	RANGA REDDY	2022	64.04
Telangana	RANGA REDDY	2022	5.15
Telangana	RANGA REDDY	2022	5.04
Telangana	RANGA REDDY	2023	16.33
Telangana	MAHBUBNAGAR	2022	0.4
Telangana	MAHBUBNAGAR	2022	2.62
Telangana	MAHBUBNAGAR	2022	0.23
Telangana	MAHBUBNAGAR	2022	-0.17
Telangana	MAHBUBNAGAR	2023	0.33
Telangana	MEDAK	2021	7.38
Telangana	MEDAK	2021	7.05
Telangana	MEDAK	2021	5.02
Telangana	MEDAK	2022	7.57
Telangana	MEDAK	2022	13.35
Telangana	MEDAK	2022	5.95
Telangana	MEDAK	2022	6.2
Telangana	MEDAK	2023	12.57
Telangana	MEDAK	2023	8.19
Telangana	SANGA REDDY	2023	8.49
Telangana	KARIMNAGAR	2022	1.01
Telangana	KARIMNAGAR	2022	6.59
Telangana	KARIMNAGAR	2022	0.39
Telangana	KARIMNAGAR	2022	0.73
Telangana	KARIMNAGAR	2023	2.52
Telangana	KARIMNAGAR	2023	1
Telangana	RANGA REDDY	2021	6.63
Telangana	RANGA REDDY	2021	8.34
Telangana	RANGA REDDY	2021	4.01
Telangana	RANGA REDDY	2022	8
Telangana	RANGA REDDY	2022	8.5
Telangana	RANGA REDDY	2022	3.9
Telangana	RANGA REDDY	2022	5.23
Telangana	RANGA REDDY	2023	8.28
Telangana	RANGA REDDY	2023	5.99
Telangana	ADILABAD	2021	1.49
Telangana	ADILABAD	2021	0.07
Telangana	ADILABAD	2021	1.43
Telangana	ADILABAD	2022	2.63
Telangana	ADILABAD	2022	5.09
Telangana	ADILABAD	2022	0.53
Telangana	ADILABAD	2022	1.23
Telangana	ADILABAD	2023	3.83
Telangana	ADILABAD	2023	5.26
Telangana	ADILABAD	2023	3.06
Telangana	ADILABAD	2021	2.6
Telangana	ADILABAD	2021	0.6
Telangana	ADILABAD	2021	1.7
Telangana	ADILABAD	2022	2.38
Telangana	ADILABAD	2022	4.85
Telangana	ADILABAD	2022	0.88
Telangana	ADILABAD	2022	1.6
Telangana	ADILABAD	2023	3.37
Telangana	ADILABAD	2023	4.24
Telangana	ADILABAD	2023	1.7
Telangana	KHAMMAM	2023	5.51
Telangana	KHAMMAM	2023	5.38
Telangana	KHAMMAM	2021	5.92
Telangana	KHAMMAM	2021	2.83
Telangana	KHAMMAM	2021	5
Telangana	KHAMMAM	2022	2.81
Telangana	KHAMMAM	2022	3.91
Telangana	KHAMMAM	2022	2.58
Telangana	KHAMMAM	2022	5.12
Telangana	KHAMMAM	2023	5.76
Telangana	ADILABAD	2021	5.34
Telangana	ADILABAD	2021	2.52
Telangana	ADILABAD	2021	3.4
Telangana	ADILABAD	2022	4.27
Telangana	ADILABAD	2022	4.3
Telangana	ADILABAD	2023	4.98
Telangana	ADILABAD	2023	5.05
Telangana	ADILABAD	2023	2.18
Telangana	SANGA REDDY	2023	3.63
Telangana	MEDAK	2021	3.72
Telangana	MEDAK	2021	0.02
Telangana	MEDAK	2021	2.08
Telangana	MEDAK	2022	3.47
Telangana	MEDAK	2022	6.42
Telangana	MEDAK	2022	1.7
Telangana	MEDAK	2022	1
Telangana	MEDAK	2023	3.63
Telangana	MEDAK	2023	5.07
Telangana	MEDAK	2023	1.79
Telangana	MEDAK	2023	22.8
Telangana	NALGONDA	2021	0.6
Telangana	NALGONDA	2021	0.59
Telangana	NALGONDA	2021	2.82
Telangana	NALGONDA	2022	0.81
Telangana	NALGONDA	2022	3.31
Telangana	NALGONDA	2022	0.46
Telangana	NALGONDA	2022	0.47
Telangana	NALGONDA	2023	1.09
Telangana	NALGONDA	2023	3.69
Telangana	NALGONDA	2023	3.96
Telangana	ADILABAD	2023	1.23
Telangana	ADILABAD	2023	3.22
Telangana	ADILABAD	2021	3.12
Telangana	ADILABAD	2021	0.98
Telangana	ADILABAD	2021	4.4
Telangana	ADILABAD	2022	2.35
Telangana	ADILABAD	2022	4.17
Telangana	ADILABAD	2022	1.18
Telangana	ADILABAD	2022	1.32
Telangana	ADILABAD	2023	4.72
Telangana	NIZAMABAD	2022	9.09
Telangana	NIZAMABAD	2022	2
Telangana	NIZAMABAD	2023	16.19
Telangana	NIZAMABAD	2023	5.08
Telangana	KHAMMAM	2022	6.42
Telangana	KHAMMAM	2022	1.14
Telangana	KHAMMAM	2022	2.88
Telangana	KHAMMAM	2023	6.26
Telangana	KHAMMAM	2023	2.92
Telangana	RANGA REDDY	2022	8.91
Telangana	RANGA REDDY	2022	16.13
Telangana	RANGA REDDY	2022	12.03
Telangana	RANGA REDDY	2022	7.35
Telangana	RANGA REDDY	2023	5.07
Telangana	KARIMNAGAR	2021	2.25
Telangana	KARIMNAGAR	2021	1.55
Telangana	KARIMNAGAR	2021	1.8
Telangana	ADILABAD	2022	32
Telangana	ADILABAD	2022	47.05
Telangana	ADILABAD	2023	97.98
Telangana	ADILABAD	2023	10.18
Telangana	NALGONDA	2021	4.1
Telangana	NALGONDA	2021	3.29
Telangana	NALGONDA	2021	3.72
Telangana	NALGONDA	2022	4.69
Telangana	NALGONDA	2022	5.75
Telangana	NALGONDA	2022	3.17
Telangana	NALGONDA	2022	3.52
Telangana	NALGONDA	2023	5.11
Telangana	NALGONDA	2023	6.25
Telangana	NALGONDA	2023	1.75
Telangana	SURYAPET	2023	3.34
Telangana	NALGONDA	2021	2.76
Telangana	NALGONDA	2021	1.76
Telangana	NALGONDA	2021	1.98
Telangana	NALGONDA	2022	2.79
Telangana	NALGONDA	2022	3.49
Telangana	NALGONDA	2022	1.3
Telangana	NALGONDA	2022	2.24
Telangana	NALGONDA	2023	3.34
Telangana	NALGONDA	2023	4.35
Telangana	NALGONDA	2023	3.05
Telangana	SURYAPET	2023	5.11
Telangana	KARIMNAGAR	2021	2.08
Telangana	KARIMNAGAR	2021	1.81
Telangana	KARIMNAGAR	2021	0.92
Telangana	KARIMNAGAR	2022	2.07
Telangana	KARIMNAGAR	2022	3.1
Telangana	KARIMNAGAR	2022	0.43
Telangana	KARIMNAGAR	2022	0.91
Telangana	KARIMNAGAR	2023	2.75
Telangana	KARIMNAGAR	2023	0.94
Telangana	MEDAK	2021	8.05
Telangana	MEDAK	2021	8.1
Telangana	MEDAK	2021	5.98
Telangana	MEDAK	2022	7.9
Telangana	MEDAK	2022	15.21
Telangana	MEDAK	2022	7.3
Telangana	MEDAK	2022	7.81
Telangana	MEDAK	2023	14.51
Telangana	MEDAK	2023	9.17
Telangana	SANGA REDDY	2023	10.51
Telangana	MAHBUBNAGAR	2021	0.17
Telangana	MAHBUBNAGAR	2021	0.35
Telangana	MAHBUBNAGAR	2021	0.86
Telangana	MAHBUBNAGAR	2022	0.06
Telangana	MAHBUBNAGAR	2022	0.63
Telangana	MAHBUBNAGAR	2022	-0.22
Telangana	MAHBUBNAGAR	2022	0.01
Telangana	MAHBUBNAGAR	2023	0.86
Telangana	NIZAMABAD	2023	10.97
Telangana	NIZAMABAD	2023	10.25
Telangana	NIZAMABAD	2023	6.75
Telangana	NIZAMABAD	2021	5.82
Telangana	NIZAMABAD	2021	3.21
Telangana	NIZAMABAD	2021	1.88
Telangana	NIZAMABAD	2022	5.34
Telangana	NIZAMABAD	2022	9.22
Telangana	NIZAMABAD	2022	2.29
Telangana	NIZAMABAD	2022	2.5
Telangana	NIZAMABAD	2023	8.29
Telangana	NIZAMABAD	2023	5.58
Telangana	NIZAMABAD	2023	3.81
Telangana	WARANGAL RURAL	2021	1.29
Telangana	WARANGAL RURAL	2021	0.75
Telangana	WARANGAL RURAL	2021	0.9
Telangana	WARANGAL RURAL	2022	1.36
Telangana	WARANGAL RURAL	2022	4.71
Telangana	WARANGAL RURAL	2022	1.29
Telangana	WARANGAL RURAL	2023	3.2
Telangana	WARANGAL RURAL	2023	3.55
Telangana	WARANGAL RURAL	2023	0.64
Telangana	NIZAMABAD	2021	7.2
Telangana	NIZAMABAD	2021	3.96
Telangana	NIZAMABAD	2021	6.86
Telangana	NIZAMABAD	2022	8.16
Telangana	NIZAMABAD	2022	8.83
Telangana	NIZAMABAD	2022	6.76
Telangana	NIZAMABAD	2022	6.68
Telangana	NIZAMABAD	2023	9.24
